@id,@lon,@lat,name:en,name,addr:country,addr:city:en,addr:street:en,opening_hours,phone,website
310289760,21.416703,42.0001541,(Still there),Broz Cafe,,,,,,
382650535,22.0110153,41.4372049,,Total,,,,,,
382650733,22.0110601,41.437027,,Roma,,,,,,
386703438,22.0131384,41.4352466,,Blue Cafe,,,,,,
386704854,22.0104295,41.4398268,,Picaso,,,,,,
411008299,21.4232268,41.9948867,,Benneton,,,,,,
411008532,21.4230113,41.9948604,,AMG,,,,,,
411009859,21.4253358,41.9955693,,Strip,,,,,,
414619173,21.2168806,41.5069813,,First,,,,,,
414620827,21.2165604,41.5133537,,Kardinal,,,,,,
441057694,21.4082395,42.0051454,,Cafeteria,,,,,,
444537212,22.4107281,41.9176649,,Delikates Cafe,,,,,,
459666031,21.4139237,42.0069784,,,,,,,,
459670767,21.4310013,41.9952414,,Caffe Skopje,,,,Mo-Su 08:00-23:00,,
459670881,21.429836,41.992653,Play Cafe,Play Cafe,,,,Mo-Su 09:00-21:00,,
459752642,21.4373453,41.9984414,,Bistro Opera Pub,,,,24-Jul,,
461659372,22.6389491,41.4389263,,City Cafe,,,,,,
461659456,22.6390517,41.4390994,,Inside Cafe,,,,,,
461659572,22.6390002,41.4390286,,Inside Cafe,,,,,,
461660689,22.637799,41.4397692,,Extreme Cafe,,,,,,
461660729,22.6377556,41.4397043,,PR Cafe,,,,,,
461660842,22.6378848,41.4395247,,Cafe 19,,,,,,
470029606,22.3362079,42.2056104,,Galerija,,,,Mo-Su 09:00-01:00,,
470029612,22.3365517,42.2058845,,Fashion cafe,,,,Mo-Su 08:00-01:00,,
529811246,22.0167719,41.4343878,,Light Cofee,,,,,,
572386052,20.6763146,41.1776197,,Leone,,,,,,
990397203,22.1926393,41.7427284,,Angel's Caffe,,,,,,
1016798024,21.6533113,42.3044569,,XL Pub,,,,,,
1089803179,21.6524469,42.3055386,,Victoria,,,,,,
1089803981,21.6498183,42.3080221,,Santos,,,,,,
1233405188,22.8383014,41.7381241,,miss Stoun,,,,,,
1575512000,20.6507117,42.061718,,MACHO club caffe,,,,,,www.macho-sharr.com
1615830879,21.398346,42.0034224,Fluid,Fluid,,,,,,
1704390070,20.9568436,41.5108813,,Republika,,,,,,
1762412847,21.7189898,42.134282,,Irish Pub,,,,,,
1850511008,21.4484,42.0582551,,Royal,,,,,,
1851476126,21.4504664,41.9915282,,Red Caffe,,,,,,
2054895230,21.4324491,41.9950653,,Up Cafe,,,,Mo-Sa 08:00-18:00,,
2183842282,20.6790916,41.1783994,,EMPIRE,,,,,,
2298054794,21.3722969,42.0071574,,Badu,,,,,,
2316156266,21.337129,41.0248295,,Cafe Bar Touch,,,,,,
2316156269,21.3366193,41.0257036,,Art Cafе,,,,,,
2316156270,21.3365818,41.0247991,,Globaltech,,,,,,
2316156281,21.3365737,41.0246534,,Internet Club Alex,,,,,,
2320912388,22.4105004,41.91759,Uni Pub,Уни Пуб,,,,,,
2320912411,22.4105147,41.9175044,Piccadilly,Пикадили,,,,,,
2330740196,21.2484945,41.3683487,Planet,Планет,,,,,,
2377968948,20.7992346,41.1131208,,Milenium,,,,,,
2377969086,20.799142,41.1130197,,Slavica Kafe,,,,,,
2377969191,20.7990978,41.1129743,,Instinct,,,,,,
2377969197,20.7992077,41.1130834,,Galerija,,,,,,
2539581007,21.446234,41.9734649,,Quatro Caffe,,,,,,
2539581507,21.4456656,41.9732771,,Bass Cafe,,,,,,
2814545377,21.4308204,41.9955477,,Bocata,,,,Mo-Su 08:00-23:00,,
2814545378,21.4308588,41.9949424,,Coffee Factory 2,,,,Mo-Sa 08:00-01:00,,
2892180939,20.7321958,42.2151128,,Karamel,,,,,,
2893639221,22.5893701,42.0217484,Cliff of Moher,Клиф,,,,,,
2893639222,22.5892057,42.0218468,,Delirium,,,,Mo-Su 08:00-24:00,,
2905985815,22.5900047,42.021859,,District Lounge Bar,,,,Mo-Su 08:00-24:00,,
2918525856,20.9744776,41.8379148,,,,,,,,
2992591829,21.4370632,42.0017629,,Mon Frere,MK,Skopje,,Mo-Su 08:00-23:00,,
3022305008,22.3355446,42.2022003,,Select Caffe,,,,Mo-Su 08:00-01:00,,
3029217821,20.6825463,42.261262,,Restaurant Noli,,,,Mo-Su 08:00-23:00,,
3029779652,20.7204981,42.2256847,,Gjini,,,,,,
3098482741,20.9586946,41.5092313,,Cross Roads,,,,,,
3099553253,21.6274047,41.9608168,,Cafe-inn,,,,,,
3100113827,20.801058,41.1135786,,Cafe Experience,,,,,,
3101725379,21.4368849,41.999241,,Old Town,,,,Mo-Su 10:00-22:00,,
3101726037,21.4358699,42.0000003,,Nargile Cafe,,,,Mo-Su 10:00-22:00,,
3103985004,21.4330712,41.9958677,,Telekom Trend Lounge Bar,MK,,,Mo-Su 08:00-24:00,,
3162735662,22.461401,41.638261,,Ti-Amo,MK,,,,,
3162751062,22.462999,41.636975,,Virus,MK,,,,,
3187746716,22.460143,41.639155,,Escape,,,,,,
3341289752,21.4306195,41.9944452,,Bistro Skopje,,,,Mo-Su 09:00-21:00,,
3341289753,21.430365,41.9938562,,Gnezdo,,,,Mo-Su 08:00-22:00,,
3341289786,21.4302256,41.9929701,,Caffe Novo,,,,Mo-Su 09:00-22:00,,
3341289788,21.4298707,41.9927362,,Caffe Bar Dolce Vita,,,,Mo-Su 09:00-21:00,,
3341289790,21.4293734,41.9923772,,Corsso,,,,24-Jul,,
3506696093,21.3909265,42.0041936,Trend Food Bar,Trend Food Bar,,,,08:00-00:00; Fr-Sa 08:00-01:00,+389 70 306425,http://www.caffetrend.mk/
3660965814,21.334101,41.0273541,,Cocktail Bar - Uno Mars,,,,8:00 - 00:00,,
3663767991,21.415006,42.0038265,,The Gallery,,,,Mo-Th 07:30-24:00  Fr 07:30-01:00  Sa 08:00-01:00  Su 08:00-24:00,,
3663767992,21.4151255,42.0039722,,MonAmi,,,,,,
3663767994,21.415173,42.0040547,Zapon Coffee Bar,Жапон Кафе Бар,,,,07:30 - 23:30,,
3663767995,21.4146731,42.0042809,,Cafe Bela,,,,09:00 - 00:00,,
3699303243,22.7757929,41.9669685,Apolon,Apolon,,,,,,
3699303244,22.7772992,41.9671423,Valium Coffee,Валиум,,,,,,
