@id,@lon,@lat,name:en,name,addr:country,addr:city:en,addr:street:en,opening_hours,phone,website
445893304,21.4138028,41.9947703,Nola Bar,Nola Bar,MK,Skopje,Mitroplit Teodosij Gologanov,Mo-Fr 09:00-24:00; Sa Su 00:00-01:00 09:00-24:00,+389 2 2444542,http://hotelimakedonija.com.mk/en/Restaurant/1073/In-Vino-Restaurant
461659998,22.6389577,41.4389263,,Gala Live,,Skopje,,,,
1562023466,21.4358564,41.9993401,Menada,Menada,,Skopje,Bulevar Ilindenska,,,
1762411015,21.7197998,42.1345864,,Revolution,,Skopje,,,,
1851476158,21.446918,41.991008,,Club Colloseum,,Skopje,,,,
1858969938,21.4295352,41.9975241,,LA MER - Coffe & Wine bar,,,,Su-Th 08:00-24:00; Fr-Sa 09:00-01:00; ,,
2105750459,20.6183358,42.1638365,,Embeltore Cuca e Maleve,,Gostivar,,,,
2377938090,20.8059198,41.1010587,,Cuba Libre Beach Club,,Ohrid,,,,
2377938288,20.8049971,41.0999773,,Kadmo Beach Club,,Ohrid,,,,
2823030396,21.4340509,41.9955386,Etno Bar,Etno Bar,MK,Skopje,Kay 13th November,,,
3101726039,21.4358296,41.9998288,,Rakija Bar,,Skopje,,,,
3162794861,22.455839,41.632766,,Diamond disco,,Kumanovo,,,,
3648714484,21.4273688,42.0062927,BRICK Bar,BRICK Bar,,Skopje,,09:00-01:00,,
3695356157,22.7738953,41.9665385,Sky Coffee,Sky Coffee,,Ohrid,,,,
3695770500,22.7773408,41.9671407,Valium Coffee,Valium Coffee,,Skopje,,,,
3826400426,20.8027449,41.1126013,,Connect,,Skopje,,,,
4161488090,22.5103667,41.8881131,,Bife Mal Minhen,,Vinica,,24-Jul,,
4275553389,20.7912119,41.1122617,Pantelejmon,Pantelejmon,,Ohrid,,,,
4375513890,21.3602983,42.0110921,Kamin Kama,Kamin Kama,,Skopje,,Mo-Su 10:00-00:00,,
4386763889,21.4367578,41.9999897,,beer cafe,,Skopje,,,,
4411037107,21.3361237,41.0281914,Connect Cafe Bar,Connect Cafe Bar,,Skopje,,,,
4469858799,20.9080722,41.7932482,,Lounge Bar Fantastica,,Gostivar,,24-Jul,,
4520847999,21.7055087,42.1322787,eliba lounge bar,eliba lounge bar,,Kumanovo,,24-Jul,,
4523593889,21.7176862,42.1343433,,city,,Skopje,,,,
4716224490,21.3337145,41.0286733,Porta Jazz,Porta Jazz,,Skopje,,Mo-Sa 08:00-01:00; Su 09:00-01:00,47208033,
4794044627,21.4235498,42.00231,,Speakeasy,,Skopje,,,,
4881325493,21.4061819,42.0062605,,Minus Eden,,Skopje,,Tu-Sa 00:00-04:00,,
5129209624,21.4211669,42.0004422,,Papillon,,Skopje,,,,
5284221297,21.4216722,42.0021654,,Kaldrma,,Skopje,,,,
5284221299,21.4217791,42.0022762,,Van Gogh,,Skopje,,,,
5324087246,21.410801,42.005228,,Tesla Bar,,Skopje,,,,
5339772021,21.4290413,41.9947622,,Centar Bar,,Skopje,,Mo-Su 09:00-23:00,,
5402663235,21.4711307,41.9830723,,Coffeelix,,Skopje,,Mo-Su 09:00-00:00,,
5484708477,21.4268797,42.0007066,,Thirio,,Skopje,,,,
5659318796,21.423451,42.0002331,,Radio bar,,Skopje,,,,
5726415819,20.7404049,42.2087088,,Soho,,Skopje,,,,
5863885686,21.4614608,42.002646,Le Petit,Le Petit,,Skopje,,Mo-Su 08:00-01:00,,
5890928713,20.8066006,41.1080463,,Pardise,,Skopje,,,,
5908867785,21.4383755,41.9945181,Old lady beer bar,Old lady beer bar,,Skopje,,,,
6079524207,22.5900747,42.0229302,,Hawaii Lounge Bar,,Makedonska Kamenica,,,,
6466749619,21.4268984,41.9964359,,Mr. Jack,,Skopje,,,,
6586827385,20.5655165,41.069151,London Coffe,London,,Skopje,,24-Jul,,https://www.facebook.com/London-Coffe-638659216647850/
6598812862,21.2993568,41.9510601,,Tiamo,,Radovish,,,,
6810254485,21.4251713,41.9907645,,Three Kitchen Bar,,Skopje,,,,
6812666808,21.4306474,41.9963385,,Distrikt,,Skopje,,,,
6815931385,21.4209912,42.0003785,,Nano,,Skopje,,,,
7145674630,21.4108493,42.0052205,,Marvel Coffee Bar,,Skopje,,Mo-Su 08:00-24:00,38970278287,
7504657345,20.6194416,42.1630853,,Shisha Bar - Caffe,,Ohrid,,,,
7714773226,20.963392,41.5118763,,Institute Club,,Kichevo,,08:00-01:00,,
7822070322,21.4318702,41.9874556,,by the way,,Skopje,,,,
8761010417,20.7293132,42.2108146,,PortaL,,Bitola,,,38345215845,
8798313700,20.7392383,42.2084892,,Panini,,Skopje,,,,
8946192917,20.798529,41.1181619,,Gostilnica Boem,,Veles,,,,
9103439830,20.7405674,42.2082295,Monacco,Monacco,,Ohrid,,,,
9200216331,20.802083,41.111651,,Octava,,Ohrid,,,,
